SongID,Performer.x,Song.x,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_album,spotify_track_explicit,spotify_track_duration_ms,spotify_track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,url,WeekID,Week.Position,Song.y,Performer.y,Instance,Previous.Week.Position,Peak.Position,Weeks.on.Chart,genrez,date2,year,month,rock_genrez,weeks_chart,position_peak,year2,weeks_chart2,position_peak2,performer,song
How Am I Doin'Dierks Bentley,Dierks Bentley,How Am I Doin',"['contemporary country', 'country', 'country road', 'modern country rock']",3bvr2R5FUjrC3orh47Qe5V,NA,Dierks Bentley,FALSE,228437,41,0.528,0.871,9,-8.01,1,0.122,0.125,0,0.23,0.675,181.909,4,http://www.billboard.com/charts/hot-100/2005-02-05,2/5/2005,81,How Am I Doin',Dierks Bentley,1,79,49,16,rock,2005-02-05,2005,2,country rock,16,49,2005,16,49,Dierks Bentley,How Am I Doin'
How Deep Is Your LoveBee Gees,Bee Gees,How Deep Is Your Love,"['adult standards', 'disco', 'mellow gold', 'soft rock']",2JoZzpdeP2G6Csfdq5aLXP,NA,Greatest,FALSE,245200,78,0.633,0.357,5,-9.366,0,0.0264,0.105,0,0.133,0.674,104.938,4,http://www.billboard.com/charts/hot-100/1977-10-08,10/8/1977,34,How Deep Is Your Love,Bee Gees,1,49,34,3,rock,1977-10-08,1977,10,soft rock,3,34,1977,3,34,Bee Gees,How Deep Is Your Love
Searching For A ThrillStarbuck,Starbuck,Searching For A Thrill,"['soft rock', 'yacht rock']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.billboard.com/charts/hot-100/1978-10-07,10/7/1978,74,Searching For A Thrill,Starbuck,1,84,74,2,rock,1978-10-07,1978,10,soft rock,2,74,1978,2,74,Starbuck,Searching For A Thrill
We Can Work It OutThe Beatles,The Beatles,We Can Work It Out,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']",1hTUFqJuQAMjXVGwUPWDqi,NA,1 (Remastered),FALSE,135693,63,0.378,0.677,2,-8.63,1,0.0298,0.0635,0,0.183,0.648,106.071,4,http://www.billboard.com/charts/hot-100/1966-01-22,1/22/1966,2,We Can Work It Out,The Beatles,1,1,1,6,rock,1966-01-22,1966,1,british,6,1,1966,6,1,The Beatles,We Can Work It Out
It's Been AwhileStaind,Staind,It's Been Awhile,"['alternative metal', 'nu metal', 'post-grunge', 'rap rock', 'rock']",25CMmGsl22APKhfuj4Tp7j,https://p.scdn.co/mp3-preview/7c98137672d37068f9081aff2c5031d91dff772d?cid=b8d3901151d34489a160e3cf0ab1fa94,Break the Cycle,TRUE,264706,66,0.509,0.774,6,-4.054,1,0.0338,0.00189,5.49e-4,0.143,0.0824,116.529,4,http://www.billboard.com/charts/hot-100/2001-12-22,12/22/2001,27,It's Been Awhile,Staind,1,21,5,37,rock,2001-12-22,2001,12,metal,37,5,2001,37,5,Staind,It's Been Awhile
TonightDavid Bowie,David Bowie,Tonight,"['album rock', 'art rock', 'classic rock', 'dance rock', 'glam rock', 'permanent wave', 'protopunk', 'rock']",3IBO8J40fBC3n1KW8NhVap,https://p.scdn.co/mp3-preview/f80a3db5285be90933d0bbf321f0de9502f5f9ee?cid=b8d3901151d34489a160e3cf0ab1fa94,The Next Day,FALSE,237133,49,0.515,0.841,6,-4.983,0,0.0352,0.00647,0,0.135,0.765,135.925,4,http://www.billboard.com/charts/hot-100/1985-01-05,1/5/1985,53,Tonight,David Bowie,1,53,53,6,rock,1985-01-05,1985,1,classic,6,53,1985,6,53,David Bowie,Tonight
I.o.u.Lee Greenwood,Lee Greenwood,I.o.u.,"['country', 'country rock']",5CxsREoQI9e8lZIrEeiDA5,https://p.scdn.co/mp3-preview/86fae73994f6e1ebafeba7045eb99fbeb03d3331?cid=b8d3901151d34489a160e3cf0ab1fa94,All-Time Greatest Hits,FALSE,186013,4,0.396,0.349,7,-9.752,1,0.0282,0.642,0,0.334,0.384,67.79,4,http://www.billboard.com/charts/hot-100/1983-07-30,7/30/1983,98,I.o.u.,Lee Greenwood,1,79,53,10,rock,1983-07-30,1983,7,country rock,10,53,1983,10,53,Lee Greenwood,I.o.u.
You're Gonna Miss ThisTrace Adkins,Trace Adkins,You're Gonna Miss This,"['contemporary country', 'country', 'country road', 'country rock', 'modern country rock', 'redneck']",68Q1r5zDnnYaHkh80yal4A,NA,American Man: Greatest Hits Volume II,FALSE,224960,61,0.5,0.665,8,-7.157,1,0.0355,0.0237,6.41e-5,0.0994,0.32,154.997,4,http://www.billboard.com/charts/hot-100/2008-05-03,5/3/2008,24,You're Gonna Miss This,Trace Adkins,1,22,12,12,rock,2008-05-03,2008,5,country rock,12,12,2008,12,12,Trace Adkins,You're Gonna Miss This
You Can't Roller Skate In A Buffalo HerdRoger Miller,Roger Miller,You Can't Roller Skate In A Buffalo Herd,"['comic', 'country', 'country rock', 'folk', 'nashville sound', 'oklahoma country', 'traditional folk']",4tTTwVxeUthDX37BUw1plJ,NA,Golden Hits,FALSE,114066,39,0.552,0.393,7,-12.171,1,0.134,0.954,0,0.109,0.903,174.488,4,http://www.billboard.com/charts/hot-100/1966-07-02,7/2/1966,69,You Can't Roller Skate In A Buffalo Herd,Roger Miller,1,96,69,2,rock,1966-07-02,1966,7,country rock,2,69,1966,2,69,Roger Miller,You Can't Roller Skate In A Buffalo Herd
Chasin' The WindChicago,Chicago,Chasin' The Wind,"['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",5MhKJbDDBve7H2UMSpAhKo,https://p.scdn.co/mp3-preview/300d83260077b2b1b9b19e93e1fc666f3bb95087?cid=b8d3901151d34489a160e3cf0ab1fa94,The Very Best of Chicago: Only the Beginning,FALSE,258666,16,0.408,0.65,7,-5.844,1,0.0329,0.201,2.3e-5,0.344,0.271,80.116,4,http://www.billboard.com/charts/hot-100/1991-03-02,3/2/1991,42,Chasin' The Wind,Chicago,1,47,42,6,rock,1991-03-02,1991,3,classic,6,42,1991,6,42,Chicago,Chasin' The Wind
Objects In The Rear View Mirror May Appear Closer Than...Meat Loaf,Meat Loaf,Objects In The Rear View Mirror May Appear Closer Than...,"['album rock', 'mellow gold', 'rock', 'soft rock']",6Vfiskl8VZSui0ggqd5Mfg,NA,Bat Out Of Hell II: Back Into Hell,FALSE,615093,34,0.396,0.584,5,-5.568,1,0.0339,0.802,2.37e-6,0.133,0.338,120.461,4,http://www.billboard.com/charts/hot-100/1994-07-02,7/2/1994,53,Objects In The Rear View Mirror May Appear Closer Than...,Meat Loaf,1,44,38,8,rock,1994-07-02,1994,7,soft rock,8,38,1994,8,38,Meat Loaf,Objects In The Rear View Mirror May Appear Closer Than...
Leave Virginia AloneRod Stewart,Rod Stewart,Leave Virginia Alone,"['adult standards', 'mellow gold', 'soft rock']",0mxf00t6M7TpfOtLG9aPvL,https://p.scdn.co/mp3-preview/b989bdffe9a6edd2152c1632ca266be3cc5f328c?cid=b8d3901151d34489a160e3cf0ab1fa94,A Spanner in the Works,FALSE,247400,20,0.771,0.616,1,-7.837,1,0.026,0.389,1.61e-6,0.0621,0.901,119.825,4,http://www.billboard.com/charts/hot-100/1995-08-19,8/19/1995,100,Leave Virginia Alone,Rod Stewart,1,79,52,12,rock,1995-08-19,1995,8,soft rock,12,52,1995,12,52,Rod Stewart,Leave Virginia Alone
Objects In The Rear View Mirror May Appear Closer Than...Meat Loaf,Meat Loaf,Objects In The Rear View Mirror May Appear Closer Than...,"['album rock', 'mellow gold', 'rock', 'soft rock']",6Vfiskl8VZSui0ggqd5Mfg,NA,Bat Out Of Hell II: Back Into Hell,FALSE,615093,34,0.396,0.584,5,-5.568,1,0.0339,0.802,2.37e-6,0.133,0.338,120.461,4,http://www.billboard.com/charts/hot-100/1994-05-14,5/14/1994,73,Objects In The Rear View Mirror May Appear Closer Than...,Meat Loaf,1,NA,73,1,rock,1994-05-14,1994,5,soft rock,1,73,1994,1,73,Meat Loaf,Objects In The Rear View Mirror May Appear Closer Than...
BimbombeyJimmie Rodgers,Jimmie Rodgers,Bimbombey,"['appalachian folk', 'country rock', 'folk', 'old-time', 'traditional country', 'traditional folk', 'yodeling']",4SUe5YYM38r0eVuTRrTyv1,https://p.scdn.co/mp3-preview/940012bad8c151042626c63bb40efe6af5bd5aa3?cid=b8d3901151d34489a160e3cf0ab1fa94,The Best Of Jimmie Rodgers,FALSE,137600,13,0.715,0.39,11,-10.974,1,0.0315,0.498,0,0.065,0.769,89.272,4,http://www.billboard.com/charts/hot-100/1959-01-03,1/3/1959,13,Bimbombey,Jimmie Rodgers,1,15,11,9,rock,1959-01-03,1959,1,country rock,9,11,1959,9,11,Jimmie Rodgers,Bimbombey
You May Be RightBilly Joel,Billy Joel,You May Be Right,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",7gMOe0gXYcELUoVugfMmHP,https://p.scdn.co/mp3-preview/6d635085e15884566925c2573c3b60b7ecc08b2f?cid=b8d3901151d34489a160e3cf0ab1fa94,Glass Houses,FALSE,253200,62,0.567,0.945,9,-7.243,1,0.0458,0.175,2.6e-6,0.35,0.961,150.792,4,http://www.billboard.com/charts/hot-100/1980-03-15,3/15/1980,53,You May Be Right,Billy Joel,1,NA,53,1,rock,1980-03-15,1980,3,classic,1,53,1980,1,53,Billy Joel,You May Be Right
Get Out Of DenverBob Seger,Bob Seger,Get Out Of Denver,"['album rock', 'classic rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",0e9YaZqnRi3QYSMUIdcarE,NA,'Live' Bullet,FALSE,320240,33,0.25,0.991,2,-3.36,1,0.507,0.0389,4.11e-5,0.909,0.368,158.905,4,http://www.billboard.com/charts/hot-100/1974-08-10,8/10/1974,80,Get Out Of Denver,Bob Seger,1,88,80,3,rock,1974-08-10,1974,8,hard,3,80,1974,3,80,Bob Seger,Get Out Of Denver
"Streets Of Philadelphia (From ""Philadelphia"")Bruce Springsteen",Bruce Springsteen,"Streets Of Philadelphia (From ""Philadelphia"")","['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",5Nj8kBJdpJJ4I9wxQyp8JH,https://p.scdn.co/mp3-preview/2657c3f1d65efc5887928aecd3023da2fcb926ee?cid=b8d3901151d34489a160e3cf0ab1fa94,PHILADELPHIA - Music From The Motion Picture,FALSE,252493,38,0.708,0.19,5,-16.578,1,0.0326,0.194,0.226,0.0916,0.47,93.669,4,http://www.billboard.com/charts/hot-100/1994-05-21,5/21/1994,17,"Streets Of Philadelphia (From ""Philadelphia"")",Bruce Springsteen,1,17,9,14,rock,1994-05-21,1994,5,permanent wave,14,9,1994,14,9,Bruce Springsteen,"Streets Of Philadelphia (From ""Philadelphia"")"
No One To Depend OnSantana,Santana,No One To Depend On,"['blues rock', 'classic rock']",3pPnys7mGV0DQkQoxmovXi,https://p.scdn.co/mp3-preview/73385b4449dfddba5bb8ef6b18b4c8ee53234e0f?cid=b8d3901151d34489a160e3cf0ab1fa94,Santana (III),FALSE,331333,44,0.576,0.687,0,-10.941,1,0.0391,0.05,0.0199,0.129,0.73,111.034,4,http://www.billboard.com/charts/hot-100/1972-03-11,3/11/1972,37,No One To Depend On,Santana,1,41,37,5,rock,1972-03-11,1972,3,blues,5,37,1972,5,37,Santana,No One To Depend On
Take It AwayPaul McCartney,Paul McCartney,Take It Away,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']",2t2gZb03AlCSlBzbWeeHsM,NA,Tug Of War,FALSE,256053,35,0.582,0.632,2,-8.954,1,0.0368,0.00814,5.15e-5,0.0755,0.928,134.875,4,http://www.billboard.com/charts/hot-100/1982-10-09,10/9/1982,88,Take It Away,Paul McCartney,1,66,10,14,rock,1982-10-09,1982,10,classic,14,10,1982,14,10,Paul McCartney,Take It Away
Rhythm Of My HeartRod Stewart,Rod Stewart,Rhythm Of My Heart,"['adult standards', 'mellow gold', 'soft rock']",6pceknxOgA22HKs99yPEm1,https://p.scdn.co/mp3-preview/6440c7ce4a7aeb36623106943fcdda2c26a5558b?cid=b8d3901151d34489a160e3cf0ab1fa94,Vagabond Heart (Expanded Edition),FALSE,254866,55,0.582,0.54,1,-11.021,1,0.0321,0.0621,0,0.178,0.433,94.955,4,http://www.billboard.com/charts/hot-100/1991-03-16,3/16/1991,53,Rhythm Of My Heart,Rod Stewart,1,NA,53,1,rock,1991-03-16,1991,3,soft rock,1,53,1991,1,53,Rod Stewart,Rhythm Of My Heart
Don't Know What You Got (Till It's Gone)Cinderella,Cinderella,Don't Know What You Got (Till It's Gone),"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']",5QRs63VVKNaqUjg6XSSckM,NA,Long Cold Winter,FALSE,354640,62,0.384,0.535,9,-9.939,1,0.0289,0.238,4.5e-4,0.0533,0.232,132.445,4,http://www.billboard.com/charts/hot-100/1989-01-21,1/21/1989,82,Don't Know What You Got (Till It's Gone),Cinderella,1,64,12,21,rock,1989-01-21,1989,1,metal,21,12,1989,21,12,Cinderella,Don't Know What You Got (Till It's Gone)
School's OutKrokus,Krokus,School's Out,"['album rock', 'blues rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock', 'swiss rock']",0vAQuXGvwjKApDWPlIWWSt,https://p.scdn.co/mp3-preview/a08f130e3d107c061cafa662a870f8890979bd2f?cid=b8d3901151d34489a160e3cf0ab1fa94,Stayed Awake All Night,FALSE,196973,21,0.434,0.806,0,-11.259,1,0.0339,0.00107,2.47e-4,0.447,0.43,136.692,4,http://www.billboard.com/charts/hot-100/1986-06-28,6/28/1986,67,School's Out,Krokus,1,68,67,4,rock,1986-06-28,1986,6,blues,4,67,1986,4,67,Krokus,School's Out
Last Night On EarthU2,U2,Last Night On Earth,"['irish rock', 'permanent wave', 'rock']",19Sbxm5YTEFwpCYMxrw1gz,NA,Pop,FALSE,285666,38,0.552,0.696,1,-8.374,1,0.0324,0.00661,0.00104,0.0721,0.52,116.175,4,http://www.billboard.com/charts/hot-100/1997-07-19,7/19/1997,57,Last Night On Earth,U2,1,NA,57,1,rock,1997-07-19,1997,7,permanent wave,1,57,1997,1,57,U2,Last Night On Earth
Here I Am (Just When I Thought I Was Over You)Air Supply,Air Supply,Here I Am (Just When I Thought I Was Over You),"['adult standards', 'mellow gold', 'soft rock']",38mMrNPAJKXMBK2l9actEA,https://p.scdn.co/mp3-preview/8fa34f4acdf5f98d16e2ad75fc335c96df68f3d8?cid=b8d3901151d34489a160e3cf0ab1fa94,The One That You Love,FALSE,230400,58,0.344,0.466,0,-8.453,1,0.0255,0.534,1.61e-5,0.569,0.132,137.974,4,http://www.billboard.com/charts/hot-100/1981-12-05,12/5/1981,5,Here I Am (Just When I Thought I Was Over You),Air Supply,1,5,5,11,rock,1981-12-05,1981,12,soft rock,11,5,1981,11,5,Air Supply,Here I Am (Just When I Thought I Was Over You)
The Horizontal BopBob Seger,Bob Seger,The Horizontal Bop,"['album rock', 'classic rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",6o8gxO2r5EAJFSzYFryqrV,NA,Against The Wind,FALSE,243360,40,0.611,0.826,0,-4.119,1,0.0858,0.148,2.36e-5,0.0799,0.792,152.354,4,http://www.billboard.com/charts/hot-100/1980-11-08,11/8/1980,90,The Horizontal Bop,Bob Seger,1,NA,90,1,rock,1980-11-08,1980,11,hard,1,90,1980,1,90,Bob Seger,The Horizontal Bop
InnocentThe Whispers,The Whispers,Innocent,"['classic soul', 'disco', 'funk', 'motown', 'new jack swing', 'post-disco', 'quiet storm', 'rock steady', 'soul', 'urban contemporary']",0PRgPkCr1xGzXcVbHb8njU,NA,More Of The Night,FALSE,316466,24,0.751,0.601,1,-8.206,1,0.044,0.00823,0.00329,0.0651,0.772,104.414,4,http://www.billboard.com/charts/hot-100/1990-09-08,9/8/1990,58,Innocent,The Whispers,1,59,58,6,rock,1990-09-08,1990,9,classic,6,58,1990,6,58,The Whispers,Innocent
Call On MeChicago,Chicago,Call On Me,"['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",5BCPL5mWm6UqI4atl18kVm,https://p.scdn.co/mp3-preview/c38e3c6a9f7e7f5edf8b83bfce4b7f1261f00e3f?cid=b8d3901151d34489a160e3cf0ab1fa94,Chicago VII (Expanded & Remastered),FALSE,242653,40,0.596,0.796,11,-8.339,0,0.0644,0.156,5.42e-4,0.0881,0.886,130.316,4,http://www.billboard.com/charts/hot-100/1974-09-28,9/28/1974,95,Call On Me,Chicago,1,61,6,15,rock,1974-09-28,1974,9,classic,15,6,1974,15,6,Chicago,Call On Me
Twist And ShoutThe Beatles,The Beatles,Twist And Shout,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']",5ZBeML7Lf3FMEVviTyvi8l,NA,Please Please Me (Remastered),FALSE,155226,75,0.482,0.849,2,-9.198,1,0.0452,0.641,7.74e-6,0.0414,0.937,124.631,4,http://www.billboard.com/charts/hot-100/1986-09-20,9/20/1986,25,Twist And Shout,The Beatles,2,29,25,18,rock,1986-09-20,1986,9,british,18,25,1986,18,25,The Beatles,Twist And Shout
Two HeartsPhil Collins,Phil Collins,Two Hearts,"['mellow gold', 'soft rock']",0vDSWxRlWN0LWsSQdGIPuE,https://p.scdn.co/mp3-preview/b74b1ad0a492892dfeea59d70aa4fde553b401de?cid=b8d3901151d34489a160e3cf0ab1fa94,The Singles (Expanded),FALSE,204253,55,0.568,0.912,7,-3.25,1,0.0366,0.297,0.0497,0.0717,0.729,155.546,4,http://www.billboard.com/charts/hot-100/1989-02-11,2/11/1989,22,Two Hearts,Phil Collins,1,10,1,13,rock,1989-02-11,1989,2,soft rock,13,1,1989,13,1,Phil Collins,Two Hearts
Gimmie That GirlJoe Nichols,Joe Nichols,Gimmie That Girl,"['arkansas country', 'contemporary country', 'country', 'country road', 'modern country rock']",7xoBJ4hih949Jeu5ZfzBai,NA,Old Things New,FALSE,185453,61,0.5,0.9,2,-3.577,1,0.117,0.205,2.51e-4,0.694,0.675,162.249,4,http://www.billboard.com/charts/hot-100/2010-07-03,7/3/2010,67,Gimmie That Girl,Joe Nichols,1,68,34,17,rock,2010-07-03,2010,7,country rock,17,34,2010,17,34,Joe Nichols,Gimmie That Girl
That's LifeDavid Lee Roth,David Lee Roth,That's Life,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'neo classical metal', 'rock']",4w6jUILSRpQ9I8XJ2pbzt3,https://p.scdn.co/mp3-preview/78559c2b1ed9ab2cde9170fbb2f2a0a1bc11e44e?cid=b8d3901151d34489a160e3cf0ab1fa94,Eat 'Em And Smile,FALSE,165533,36,0.425,0.523,9,-11.467,1,0.0366,0.0956,0,0.0454,0.742,128.614,3,http://www.billboard.com/charts/hot-100/1986-11-22,11/22/1986,94,That's Life,David Lee Roth,1,NA,94,1,rock,1986-11-22,1986,11,metal,1,94,1986,1,94,David Lee Roth,That's Life
There's No Easy WayJames Ingram,James Ingram,There's No Easy Way,"['adult standards', 'quiet storm', 'soft rock', 'urban contemporary']",7ePEIbrsRXk9En7noiLAo7,NA,It's Your Night,FALSE,227293,58,0.59,0.172,8,-16.241,1,0.0412,0.681,0,0.146,0.18,127.963,4,http://www.billboard.com/charts/hot-100/1984-05-12,5/12/1984,58,There's No Easy Way,James Ingram,1,59,58,6,rock,1984-05-12,1984,5,soft rock,6,58,1984,6,58,James Ingram,There's No Easy Way
Dolly DaggerJimi Hendrix,Jimi Hendrix,Dolly Dagger,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",417qXCSHPqUYQHyPbRTpM2,https://p.scdn.co/mp3-preview/db77a3cf962cf8f9247e1ccf8f4f42489982c6d3?cid=b8d3901151d34489a160e3cf0ab1fa94,Experience Hendrix: The Best Of Jimi Hendrix,FALSE,285386,41,0.501,0.886,5,-5.85,0,0.0885,0.0924,1.07e-5,0.599,0.797,121.053,4,http://www.billboard.com/charts/hot-100/1971-11-20,11/20/1971,80,Dolly Dagger,Jimi Hendrix,1,80,80,5,rock,1971-11-20,1971,11,blues,5,80,1971,5,80,Jimi Hendrix,Dolly Dagger
If You Ever Have Forever In MindVince Gill,Vince Gill,If You Ever Have Forever In Mind,"['country', 'country rock', 'oklahoma country']",6ClUwlYW2JeMQryMhBK8DU,NA,The Key,FALSE,279826,31,0.293,0.251,5,-10.808,1,0.0281,0.854,2.66e-4,0.0963,0.297,182.237,3,http://www.billboard.com/charts/hot-100/1998-08-29,8/29/1998,73,If You Ever Have Forever In Mind,Vince Gill,1,68,60,9,rock,1998-08-29,1998,8,country rock,9,60,1998,9,60,Vince Gill,If You Ever Have Forever In Mind
The Guitar ManBread,Bread,The Guitar Man,"['adult standards', 'country rock', 'folk', 'folk rock', 'mellow gold', 'soft rock']",1mcQF2Oq45J4RaqvhvZps7,https://p.scdn.co/mp3-preview/226cff0c677ff889d8b5814a4c9d51bb391e2dbd?cid=b8d3901151d34489a160e3cf0ab1fa94,Late Night Tales: Music For Pleasure,FALSE,225053,32,0.279,0.646,4,-7.907,0,0.0464,0.231,0.0011,0.309,0.485,142.649,4,http://www.billboard.com/charts/hot-100/1972-08-26,8/26/1972,13,The Guitar Man,Bread,1,17,13,5,rock,1972-08-26,1972,8,country rock,5,13,1972,5,13,Bread,The Guitar Man
Without Your LoveToto,Toto,Without Your Love,"['album rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",5aXXQImc2wqmOcWOpXcYPW,https://p.scdn.co/mp3-preview/b9630ca319c56f69fa60a50fd930b3203a581b13?cid=b8d3901151d34489a160e3cf0ab1fa94,Fahrenheit,FALSE,272506,41,0.736,0.468,2,-15.173,1,0.0502,0.0948,3.28e-6,0.0949,0.912,138.221,4,http://www.billboard.com/charts/hot-100/1987-01-24,1/24/1987,50,Without Your Love,Toto,1,58,50,5,rock,1987-01-24,1987,1,soft rock,5,50,1987,5,50,Toto,Without Your Love
HappyThe Rolling Stones,The Rolling Stones,Happy,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",5fXRPS1tp70DbqsBZVyG4e,NA,Exile On Main Street (Deluxe Version),FALSE,184626,53,0.555,0.897,4,-3.469,1,0.0293,0.361,0.94,0.536,0.965,131.712,4,http://www.billboard.com/charts/hot-100/1972-08-12,8/12/1972,23,Happy,The Rolling Stones,1,28,23,5,rock,1972-08-12,1972,8,british,5,23,1972,5,23,The Rolling Stones,Happy
House Of The Rising SunFrijid Pink,Frijid Pink,House Of The Rising Sun,"['blues rock', 'psychedelic blues-rock', 'psychedelic rock']",6IjvCFBNprUHhlamLey2Tb,NA,20 #1's Classic Rock (Vol. 3),FALSE,283960,25,0.315,0.776,9,-6.443,1,0.0695,0.191,2.88e-4,0.149,0.212,114.49,4,http://www.billboard.com/charts/hot-100/1970-03-07,3/7/1970,21,House Of The Rising Sun,Frijid Pink,1,25,21,5,rock,1970-03-07,1970,3,blues,5,21,1970,5,21,Frijid Pink,House Of The Rising Sun
One Step CloserThe Doobie Brothers,The Doobie Brothers,One Step Closer,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'yacht rock']",5MExTByQ0SqNrw5ivKggdB,https://p.scdn.co/mp3-preview/f000907c165cafc33d0e1cce54388ada89683942?cid=b8d3901151d34489a160e3cf0ab1fa94,One Step Closer,FALSE,251893,33,0.663,0.552,9,-8.82,1,0.0342,0.403,0,0.0362,0.773,131.249,4,http://www.billboard.com/charts/hot-100/1981-02-21,2/21/1981,99,One Step Closer,The Doobie Brothers,1,80,24,14,rock,1981-02-21,1981,2,blues,14,24,1981,14,24,The Doobie Brothers,One Step Closer
Nobody's FoolCinderella,Cinderella,Nobody's Fool,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']",01Q4wU19hamqnhNjtuvTyI,NA,Night Songs,FALSE,287400,60,0.382,0.458,9,-13.559,0,0.0286,0.0652,0.00167,0.259,0.157,67.233,4,http://www.billboard.com/charts/hot-100/1987-01-31,1/31/1987,22,Nobody's Fool,Cinderella,1,26,22,13,rock,1987-01-31,1987,1,metal,13,22,1987,13,22,Cinderella,Nobody's Fool
LegsZZ Top,ZZ Top,Legs,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'rock']",7t6CAWplijBj4sdl0q3z0e,https://p.scdn.co/mp3-preview/ff63107edbad10866582085f787191eb425526d9?cid=b8d3901151d34489a160e3cf0ab1fa94,Eliminator,FALSE,273906,60,0.611,0.946,4,-5.357,1,0.0378,0.00957,0.0708,0.36,0.763,125.398,4,http://www.billboard.com/charts/hot-100/1984-06-09,6/9/1984,25,Legs,ZZ Top,1,36,25,4,rock,1984-06-09,1984,6,blues,4,25,1984,4,25,ZZ Top,Legs
Down On LoveForeigner,Foreigner,Down On Love,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",2Y595I3I2LYhnTTXGrg2MX,https://p.scdn.co/mp3-preview/8f43ceb618d278baf319816212a27e3e11f4924f?cid=b8d3901151d34489a160e3cf0ab1fa94,Agent Provocateur,FALSE,249933,36,0.364,0.61,4,-5.859,1,0.0305,0.224,0,0.305,0.37,186.427,4,http://www.billboard.com/charts/hot-100/1985-08-24,8/24/1985,64,Down On Love,Foreigner,1,74,64,2,rock,1985-08-24,1985,8,hard,2,64,1985,2,64,Foreigner,Down On Love
NightshiftCommodores,Commodores,Nightshift,"['adult standards', 'classic soul', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']",23IK8TF2MSiLnuEjaYPfVV,NA,Nightshift,FALSE,306560,62,0.736,0.571,8,-10.123,1,0.0388,0.604,0.0103,0.0662,0.38,105.066,4,http://www.billboard.com/charts/hot-100/1985-04-27,4/27/1985,4,Nightshift,Commodores,1,3,3,14,rock,1985-04-27,1985,4,classic,14,3,1985,14,3,Commodores,Nightshift
You Can't Roller Skate In A Buffalo HerdRoger Miller,Roger Miller,You Can't Roller Skate In A Buffalo Herd,"['comic', 'country', 'country rock', 'folk', 'nashville sound', 'oklahoma country', 'traditional folk']",4tTTwVxeUthDX37BUw1plJ,NA,Golden Hits,FALSE,114066,39,0.552,0.393,7,-12.171,1,0.134,0.954,0,0.109,0.903,174.488,4,http://www.billboard.com/charts/hot-100/1966-07-09,7/9/1966,57,You Can't Roller Skate In A Buffalo Herd,Roger Miller,1,69,57,3,rock,1966-07-09,1966,7,country rock,3,57,1966,3,57,Roger Miller,You Can't Roller Skate In A Buffalo Herd
Do I Wanna Know?Arctic Monkeys,Arctic Monkeys,Do I Wanna Know?,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",5FVd6KXrgO9B3JPmC8OPst,https://p.scdn.co/mp3-preview/73e00a0a59c897b16d0fe30df43f7aeb2997079d?cid=b8d3901151d34489a160e3cf0ab1fa94,AM,FALSE,272394,84,0.548,0.532,5,-7.596,1,0.0323,0.186,2.63e-4,0.217,0.405,85.03,4,http://www.billboard.com/charts/hot-100/2014-01-18,1/18/2014,84,Do I Wanna Know?,Arctic Monkeys,1,92,83,5,rock,2014-01-18,2014,1,permanent wave,5,83,2014,5,83,Arctic Monkeys,Do I Wanna Know?
