SongID,Performer.x,Song.x,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_album,spotify_track_explicit,spotify_track_duration_ms,spotify_track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,url,WeekID,Week.Position,Song.y,Performer.y,Instance,Previous.Week.Position,Peak.Position,Weeks.on.Chart,genrez,date2,year,month,rock_genrez,weeks_chart,position_peak,year2,weeks_chart2,position_peak2,performer,song
Dance Into The LightPhil Collins,Phil Collins,Dance Into The Light,"['mellow gold', 'soft rock']",6JRBGmf5T7QjFQPWTwBdbs,https://p.scdn.co/mp3-preview/f87adda63418607690a60a16c1e520999f5d211e?cid=b8d3901151d34489a160e3cf0ab1fa94,Dance Into The Light (Deluxe Edition),FALSE,264826,51,0.612,0.84,7,-5.342,1,0.0422,0.0252,0.00262,0.042,0.907,87.862,3,http://www.billboard.com/charts/hot-100/1997-02-08,2/8/1997,99,Dance Into The Light,Phil Collins,1,98,45,16,rock,1997-02-08,1997,2,soft rock,16,45,1997,16,45,Phil Collins,Dance Into The Light
I'll Be Over YouToto,Toto,I'll Be Over You,"['album rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",1WeoeHh0TSzsApyJ6Q8OOK,https://p.scdn.co/mp3-preview/e803d36d780058c2aea804ae04d8941b2d2b2de3?cid=b8d3901151d34489a160e3cf0ab1fa94,Fahrenheit,FALSE,229880,69,0.516,0.277,10,-17.85,1,0.0256,0.062,0,0.258,0.412,82.168,4,http://www.billboard.com/charts/hot-100/1986-08-30,8/30/1986,87,I'll Be Over You,Toto,1,NA,87,1,rock,1986-08-30,1986,8,soft rock,1,87,1986,1,87,Toto,I'll Be Over You
Even If It Breaks Your HeartEli Young Band,Eli Young Band,Even If It Breaks Your Heart,"['contemporary country', 'country', 'country road', 'heartland rock', 'modern country rock', 'texas country']",0Nu9WA8kEbBWEsay2s8Q0U,NA,Life At Best,FALSE,220520,66,0.667,0.527,0,-4.6,1,0.0277,1.59e-4,0.0117,0.0969,0.664,104.032,4,http://www.billboard.com/charts/hot-100/2012-03-31,3/31/2012,91,Even If It Breaks Your Heart,Eli Young Band,1,NA,91,1,rock,2012-03-31,2012,3,country rock,1,91,2012,1,91,Eli Young Band,Even If It Breaks Your Heart
Knee DeepZac Brown Band Featuring Jimmy Buffett,Zac Brown Band Featuring Jimmy Buffett,Knee Deep,"['contemporary country', 'country', 'country road', 'modern country rock']",1yEwEiTpsaPhQi9lb5EVV4,https://p.scdn.co/mp3-preview/f6e8c491a6b3c9fe1de5fb1aefa7f1c3c297cfab?cid=b8d3901151d34489a160e3cf0ab1fa94,You Get What You Give (Deluxe),FALSE,203173,70,0.715,0.584,8,-8.231,1,0.0296,0.432,1.41e-6,0.095,0.61,90.987,4,http://www.billboard.com/charts/hot-100/2011-10-08,10/8/2011,62,Knee Deep,Zac Brown Band Featuring Jimmy Buffett,1,54,18,20,rock,2011-10-08,2011,10,country rock,20,18,2011,20,18,Zac Brown Band Featuring Jimmy Buffett,Knee Deep
You're The Only Woman (You & I)Ambrosia,Ambrosia,You're The Only Woman (You & I),"['adult standards', 'album rock', 'art rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'soft rock', 'symphonic rock', 'yacht rock']",11qmuUlW5q5diLiVSOlsSF,https://p.scdn.co/mp3-preview/c8ffa80fb4fe60dec5fd3beb455a0f4f86ef6f34?cid=b8d3901151d34489a160e3cf0ab1fa94,One Eighty,FALSE,262906,51,0.738,0.516,8,-8.861,0,0.026,0.0899,0,0.0666,0.869,104.925,4,http://www.billboard.com/charts/hot-100/1980-11-08,11/8/1980,100,You're The Only Woman (You & I),Ambrosia,1,92,13,18,rock,1980-11-08,1980,11,classic,18,13,1980,18,13,Ambrosia,You're The Only Woman (You & I)
Last Night On EarthU2,U2,Last Night On Earth,"['irish rock', 'permanent wave', 'rock']",19Sbxm5YTEFwpCYMxrw1gz,NA,Pop,FALSE,285666,38,0.552,0.696,1,-8.374,1,0.0324,0.00661,0.00104,0.0721,0.52,116.175,4,http://www.billboard.com/charts/hot-100/1997-08-23,8/23/1997,73,Last Night On Earth,U2,1,69,57,6,rock,1997-08-23,1997,8,permanent wave,6,57,1997,6,57,U2,Last Night On Earth
Who Are YouThe Who,The Who,Who Are You,"['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'protopunk', 'rock', 'roots rock']",23IJ5wLRhEZ9DOuia5mPiZ,NA,Who Are You,FALSE,381626,71,0.651,0.648,9,-11.409,1,0.0501,0.262,0.0042,0.0655,0.49,156.372,4,http://www.billboard.com/charts/hot-100/1978-11-04,11/4/1978,14,Who Are You,The Who,1,16,14,11,rock,1978-11-04,1978,11,british,11,14,1978,11,14,The Who,Who Are You
Cowboys And AngelsDustin Lynch,Dustin Lynch,Cowboys And Angels,"['contemporary country', 'country', 'country road', 'modern country rock']",5ksoJlQJtduEkwQTo7UN7X,https://p.scdn.co/mp3-preview/de91648badc23221736544ba0e0ae43033598440?cid=b8d3901151d34489a160e3cf0ab1fa94,Dustin Lynch,FALSE,227720,61,0.355,0.55,10,-5.772,1,0.0285,0.245,3.2e-5,0.0979,0.26,73.842,4,http://www.billboard.com/charts/hot-100/2012-06-23,6/23/2012,86,Cowboys And Angels,Dustin Lynch,1,91,86,4,rock,2012-06-23,2012,6,country rock,4,86,2012,4,86,Dustin Lynch,Cowboys And Angels
Crazy MamaJ.J. Cale,J.J. Cale,Crazy Mama,"['blues', 'blues rock', 'classic rock', 'folk rock', 'mellow gold', 'modern blues', 'rock', 'roots rock']",7FgjfoVQ6Wn1Nm53N5Upn8,NA,Naturally,FALSE,142866,48,0.818,0.0839,11,-19.288,1,0.0425,0.71,0.128,0.0907,0.505,96.211,4,http://www.billboard.com/charts/hot-100/1972-04-15,4/15/1972,22,Crazy Mama,J.J. Cale,1,22,22,12,rock,1972-04-15,1972,4,blues,12,22,1972,12,22,J.J. Cale,Crazy Mama
Mr. BrightsideThe Killers,The Killers,Mr. Brightside,"['modern rock', 'permanent wave', 'rock']",7oK9VyNzrYvRFo7nQEYkWN,NA,Hot Fuss,FALSE,222586,78,0.33,0.936,1,-3.66,1,0.0917,0.00108,0,0.0926,0.234,148.112,4,http://www.billboard.com/charts/hot-100/2005-04-30,4/30/2005,11,Mr. Brightside,The Killers,1,16,11,12,rock,2005-04-30,2005,4,permanent wave,12,11,2005,12,11,The Killers,Mr. Brightside
"Mama, I'm Coming HomeOzzy Osbourne",Ozzy Osbourne,"Mama, I'm Coming Home","['album rock', 'birmingham metal', 'classic rock', 'hard rock', 'metal', 'rock']",0S3gpZzlT9Hb7CCSV2owX7,https://p.scdn.co/mp3-preview/30222e11e6be0d1a8e26ae570fda5dd993a7fd6b?cid=b8d3901151d34489a160e3cf0ab1fa94,No More Tears (Expanded Edition),FALSE,251866,70,0.282,0.656,8,-6.557,1,0.0302,0.0105,0,0.0892,0.242,139.352,4,http://www.billboard.com/charts/hot-100/1992-04-25,4/25/1992,33,"Mama, I'm Coming Home",Ozzy Osbourne,1,28,28,11,rock,1992-04-25,1992,4,metal,11,28,1992,11,28,Ozzy Osbourne,"Mama, I'm Coming Home"
All I Want To DoSugarland,Sugarland,All I Want To Do,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",1mJ05BN0So26a14iib85aI,NA,Love On The Inside,FALSE,213360,55,0.705,0.71,9,-4.894,1,0.0675,0.245,1.69e-5,0.154,0.735,97.031,4,http://www.billboard.com/charts/hot-100/2008-09-13,9/13/2008,58,All I Want To Do,Sugarland,1,50,18,11,rock,2008-09-13,2008,9,country rock,11,18,2008,11,18,Sugarland,All I Want To Do
Smokin' In The Boys RoomMotley Crue,Motley Crue,Smokin' In The Boys Room,"['glam metal', 'hard rock', 'metal', 'rock', 'sleaze rock']",0TiRPD1YD6Ox3bUujwXCQa,https://p.scdn.co/mp3-preview/58bffe5d555234c241e2afb80c2f616023ae2bcd?cid=b8d3901151d34489a160e3cf0ab1fa94,Theatre of Pain,FALSE,208400,59,0.391,0.938,2,-4.86,1,0.0786,0.00175,1.09e-6,0.247,0.652,134.691,4,http://www.billboard.com/charts/hot-100/1985-08-17,8/17/1985,26,Smokin' In The Boys Room,Motley Crue,1,33,26,6,rock,1985-08-17,1985,8,metal,6,26,1985,6,26,Motley Crue,Smokin' In The Boys Room
Shot Of PoisonLita Ford,Lita Ford,Shot Of Poison,"['album rock', 'glam metal', 'hard rock', 'rock', 'sleaze rock']",7fG4AeCFHXxeXnAXfkmiFk,https://p.scdn.co/mp3-preview/b50520db7366ddd4d294afcd62fc1c4c310dbd36?cid=b8d3901151d34489a160e3cf0ab1fa94,Dangerous Curves,FALSE,210733,32,0.578,0.855,5,-8.057,1,0.0414,0.0388,5.56e-6,0.345,0.732,126.264,4,http://www.billboard.com/charts/hot-100/1992-01-18,1/18/1992,72,Shot Of Poison,Lita Ford,1,64,45,12,rock,1992-01-18,1992,1,metal,12,45,1992,12,45,Lita Ford,Shot Of Poison
Love Like CrazyLee Brice,Lee Brice,Love Like Crazy,"['contemporary country', 'country', 'country road', 'modern country rock']",6Ozp6ac86CSHMik8lbvJuM,https://p.scdn.co/mp3-preview/58f45ee6f3dc915b139423dd4f75fb65a640a91c?cid=b8d3901151d34489a160e3cf0ab1fa94,Love Like Crazy,FALSE,217386,62,0.535,0.725,10,-5.108,1,0.0275,0.0203,1.45e-5,0.176,0.292,78.489,4,http://www.billboard.com/charts/hot-100/2010-06-12,6/12/2010,77,Love Like Crazy,Lee Brice,1,87,77,4,rock,2010-06-12,2010,6,country rock,4,77,2010,4,77,Lee Brice,Love Like Crazy
The Quittin' KindJoe Diffie,Joe Diffie,The Quittin' Kind,"['country', 'country road', 'country rock', 'oklahoma country', 'redneck']",4u6U5nwYHok67BBymI9ldh,https://p.scdn.co/mp3-preview/3bf23749be42a578a94d114bd6c2200079c5d770?cid=b8d3901151d34489a160e3cf0ab1fa94,A Night To Remember,FALSE,207466,11,0.595,0.904,7,-4.803,1,0.0355,0.03,4.43e-5,0.397,0.6,102.002,4,http://www.billboard.com/charts/hot-100/2000-02-05,2/5/2000,94,The Quittin' Kind,Joe Diffie,1,93,90,6,rock,2000-02-05,2000,2,country rock,6,90,2000,6,90,Joe Diffie,The Quittin' Kind
In ColorJamey Johnson,Jamey Johnson,In Color,"['contemporary country', 'country', 'country road', 'country rock', 'modern country rock', 'outlaw country', 'redneck']",7CNd7rjfVt74TFlcOcnZgN,NA,That Lonesome Song,FALSE,290680,69,0.544,0.404,3,-8.751,1,0.0354,0.391,3.98e-6,0.157,0.251,129.518,4,http://www.billboard.com/charts/hot-100/2008-11-15,11/15/2008,74,In Color,Jamey Johnson,1,81,74,5,rock,2008-11-15,2008,11,country rock,5,74,2008,5,74,Jamey Johnson,In Color
"Shakedown (From ""Beverly Hills Cop II"")Bob Seger",Bob Seger,"Shakedown (From ""Beverly Hills Cop II"")","['album rock', 'classic rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.billboard.com/charts/hot-100/1987-06-06,6/6/1987,31,"Shakedown (From ""Beverly Hills Cop II"")",Bob Seger,1,35,31,3,rock,1987-06-06,1987,6,hard,3,31,1987,3,31,Bob Seger,"Shakedown (From ""Beverly Hills Cop II"")"
She's Always A WomanBilly Joel,Billy Joel,She's Always A Woman,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",5RgFlk1fcClZd0Y4SGYhqH,https://p.scdn.co/mp3-preview/3bb1828418f2d6a4c039139b46812ceb4d1d75fe?cid=b8d3901151d34489a160e3cf0ab1fa94,The Stranger (Legacy Edition),FALSE,201373,72,0.292,0.324,3,-11.996,1,0.0346,0.797,4.73e-4,0.12,0.384,176.631,3,http://www.billboard.com/charts/hot-100/1978-09-09,9/9/1978,35,She's Always A Woman,Billy Joel,1,45,35,5,rock,1978-09-09,1978,9,classic,5,35,1978,5,35,Billy Joel,She's Always A Woman
Watch Closely NowKris Kristofferson,Kris Kristofferson,Watch Closely Now,"['country rock', 'folk', 'folk rock', 'mellow gold', 'outlaw country', 'roots rock', 'singer-songwriter', 'traditional folk']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.billboard.com/charts/hot-100/1977-05-21,5/21/1977,87,Watch Closely Now,Kris Kristofferson,1,NA,87,1,rock,1977-05-21,1977,5,country rock,1,87,1977,1,87,Kris Kristofferson,Watch Closely Now
Take The TimeMichael Stanley Band,Michael Stanley Band,Take The Time,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'soft rock']",00drgzklCYUPHnEDRi7ROJ,https://p.scdn.co/mp3-preview/cc2174e15c8513e20c9410ae43183a3affccb2ec?cid=b8d3901151d34489a160e3cf0ab1fa94,MSB (Remastered),FALSE,333560,12,0.49,0.719,9,-7.87,1,0.0355,0.0961,1.75e-4,0.12,0.864,181.448,4,http://www.billboard.com/charts/hot-100/1983-01-08,1/8/1983,81,Take The Time,Michael Stanley Band,1,89,81,3,rock,1983-01-08,1983,1,classic,3,81,1983,3,81,Michael Stanley Band,Take The Time
Crying On A SuitcaseCasey James,Casey James,Crying On A Suitcase,"['idol', 'modern country rock']",020b0QxseQbcMTPKV49qRm,https://p.scdn.co/mp3-preview/b939299eae2233c2417557135316c84b50183465?cid=b8d3901151d34489a160e3cf0ab1fa94,Casey James,FALSE,221386,42,0.402,0.7,4,-4.613,1,0.0348,0.147,0,0.0992,0.496,198.972,4,http://www.billboard.com/charts/hot-100/2013-03-02,3/2/2013,98,Crying On A Suitcase,Casey James,1,91,88,9,rock,2013-03-02,2013,3,country rock,9,88,2013,9,88,Casey James,Crying On A Suitcase
Maria MariaSantana Featuring The Product G&B,Santana Featuring The Product G&B,Maria Maria,"['blues rock', 'classic rock']",3XKIUb7HzIF1Vu9usunMzc,https://p.scdn.co/mp3-preview/022291c2e79340690b8e8dfd1c6084410fb5aa94?cid=b8d3901151d34489a160e3cf0ab1fa94,Supernatural (Remastered),FALSE,261973,68,0.777,0.601,2,-5.931,1,0.126,0.0406,0.00201,0.0348,0.68,97.911,4,http://www.billboard.com/charts/hot-100/2000-07-15,7/15/2000,26,Maria Maria,Santana Featuring The Product G&B,1,21,1,23,rock,2000-07-15,2000,7,blues,23,1,2000,23,1,Santana Featuring The Product G&B,Maria Maria
Sharp Dressed ManZZ Top,ZZ Top,Sharp Dressed Man,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'rock']",1UBQ5GK8JaQjm5VbkBZY66,https://p.scdn.co/mp3-preview/5be9776759c263721e1f75d03a12cc033a15fd99?cid=b8d3901151d34489a160e3cf0ab1fa94,Eliminator,FALSE,258026,74,0.601,0.859,5,-5.263,1,0.0276,3.59e-4,0.00124,0.0871,0.446,125.145,4,http://www.billboard.com/charts/hot-100/1983-07-30,7/30/1983,70,Sharp Dressed Man,ZZ Top,1,80,70,2,rock,1983-07-30,1983,7,blues,2,70,1983,2,70,ZZ Top,Sharp Dressed Man
The Spirit Of RadioRush,Rush,The Spirit Of Radio,"['album rock', 'art rock', 'canadian metal', 'classic canadian rock', 'classic rock', 'hard rock', 'metal', 'progressive rock', 'rock']",4e9hUiLsN4mx61ARosFi7p,NA,Permanent Waves,FALSE,296466,64,0.365,0.924,4,-7.066,1,0.0488,0.0144,2.54e-4,0.423,0.632,135.811,4,http://www.billboard.com/charts/hot-100/1980-03-29,3/29/1980,51,The Spirit Of Radio,Rush,1,54,51,6,rock,1980-03-29,1980,3,metal,6,51,1980,6,51,Rush,The Spirit Of Radio
God Bless The USALee Greenwood,Lee Greenwood,God Bless The USA,"['country', 'country rock']",1MnebCPkLm11EGCnrusLPu,https://p.scdn.co/mp3-preview/602840b7a54d4f9c41cd101df90b2dbb83cb1130?cid=b8d3901151d34489a160e3cf0ab1fa94,Best Of Lee Greenwood / God Bless The USA,FALSE,196933,46,0.368,0.45,5,-7.121,1,0.0276,0.156,0,0.107,0.184,139.217,4,http://www.billboard.com/charts/hot-100/2001-10-27,10/27/2001,84,God Bless The USA,Lee Greenwood,1,84,16,5,rock,2001-10-27,2001,10,country rock,5,16,2001,5,16,Lee Greenwood,God Bless The USA
I Was Only JokingRod Stewart,Rod Stewart,I Was Only Joking,"['adult standards', 'mellow gold', 'soft rock']",6tUkfUpdIx14aSoKkTxrfa,https://p.scdn.co/mp3-preview/45702c76ce9b29c96b814b53b4e874fc07ed9224?cid=b8d3901151d34489a160e3cf0ab1fa94,Foot Loose & Fancy Free,FALSE,367400,50,0.68,0.462,10,-9.289,1,0.0336,0.583,3.3e-5,0.096,0.415,106.2,4,http://www.billboard.com/charts/hot-100/1978-07-08,7/8/1978,52,I Was Only Joking,Rod Stewart,1,22,22,11,rock,1978-07-08,1978,7,soft rock,11,22,1978,11,22,Rod Stewart,I Was Only Joking
Mother FreedomBread,Bread,Mother Freedom,"['adult standards', 'country rock', 'folk', 'folk rock', 'mellow gold', 'soft rock']",6xWK7NpSgWRK9dxBoHziNQ,https://p.scdn.co/mp3-preview/f82510d69e2c903460ead93a268f58f28b91e038?cid=b8d3901151d34489a160e3cf0ab1fa94,The Best of Bread,FALSE,155533,35,0.453,0.747,0,-10.895,1,0.0481,0.46,0.0133,0.236,0.676,169.211,4,http://www.billboard.com/charts/hot-100/1971-08-21,8/21/1971,37,Mother Freedom,Bread,1,39,37,6,rock,1971-08-21,1971,8,country rock,6,37,1971,6,37,Bread,Mother Freedom
Theme From The Dukes Of Hazzard (Good Ol' Boys)Waylon,Waylon,Theme From The Dukes Of Hazzard (Good Ol' Boys),"['country', 'country rock', 'outlaw country', 'texas country']",7xRind9RPsvGHWR0qbGmfE,https://p.scdn.co/mp3-preview/b46cb384b5d546f3a6f1a587e68447233a2d4698?cid=b8d3901151d34489a160e3cf0ab1fa94,The Dukes Of Hazzard,FALSE,126586,54,0.588,0.848,5,-10.999,1,0.0382,0.108,0.128,0.125,0.913,147.565,4,http://www.billboard.com/charts/hot-100/1980-12-20,12/20/1980,21,Theme From The Dukes Of Hazzard (Good Ol' Boys),Waylon,1,21,21,15,rock,1980-12-20,1980,12,country rock,15,21,1980,15,21,Waylon,Theme From The Dukes Of Hazzard (Good Ol' Boys)
Close Enough To PerfectAlabama,Alabama,Close Enough To Perfect,"['country', 'country road', 'country rock']",04u8JJN1TTwFrFkYnLlaPU,https://p.scdn.co/mp3-preview/7e13831562a47277f25444a1aeb68f13803bf5db?cid=b8d3901151d34489a160e3cf0ab1fa94,Livin' Lovin' Rockin' Rollin': The 25th Anniversary Collection,FALSE,212640,38,0.556,0.296,7,-14.622,1,0.0277,0.228,0,0.142,0.441,135.511,4,http://www.billboard.com/charts/hot-100/1982-11-13,11/13/1982,91,Close Enough To Perfect,Alabama,1,92,65,11,rock,1982-11-13,1982,11,country rock,11,65,1982,11,65,Alabama,Close Enough To Perfect
Tip It On BackDierks Bentley,Dierks Bentley,Tip It On Back,"['contemporary country', 'country', 'country road', 'modern country rock']",2G634xynj7ev8r5c0sAL3T,NA,Home,FALSE,206520,50,0.503,0.78,3,-5.148,1,0.0323,0.522,0.16,0.138,0.737,137.936,4,http://www.billboard.com/charts/hot-100/2012-11-17,11/17/2012,99,Tip It On Back,Dierks Bentley,1,NA,99,1,rock,2012-11-17,2012,11,country rock,1,99,2012,1,99,Dierks Bentley,Tip It On Back
Home Sweet HomeMotley Crue,Motley Crue,Home Sweet Home,"['glam metal', 'hard rock', 'metal', 'rock', 'sleaze rock']",4zXvB4MoQD8onk0NCZbeHG,https://p.scdn.co/mp3-preview/a1c6b90fd23e72c1dd9dcc764a3c14448168cf2b?cid=b8d3901151d34489a160e3cf0ab1fa94,Theatre of Pain,FALSE,240933,71,0.403,0.777,5,-6.416,1,0.0354,0.0999,3.28e-6,0.124,0.149,76.329,4,http://www.billboard.com/charts/hot-100/1991-11-16,11/16/1991,60,Home Sweet Home,Motley Crue,2,72,60,8,rock,1991-11-16,1991,11,metal,8,60,1991,8,60,Motley Crue,Home Sweet Home
Save Your LoveGreat White,Great White,Save Your Love,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",28FVfrALlHSChnhD8jq8kd,https://p.scdn.co/mp3-preview/5c5aa84b65463b748c74762d2c7afb34a2f4fd2c?cid=b8d3901151d34489a160e3cf0ab1fa94,Rock Me: The Best Of Great White,FALSE,278693,41,0.443,0.632,4,-6.221,0,0.0305,0.342,8.09e-6,0.157,0.178,111.464,4,http://www.billboard.com/charts/hot-100/1988-02-27,2/27/1988,57,Save Your Love,Great White,1,62,57,6,rock,1988-02-27,1988,2,metal,6,57,1988,6,57,Great White,Save Your Love
Sure Know SomethingKISS,KISS,Sure Know Something,"['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",1HBDWCrQVjrALiOA5rILnE,NA,Dynasty,FALSE,241506,53,0.707,0.744,4,-6.219,0,0.0304,0.286,1.25e-6,0.115,0.938,115.343,4,http://www.billboard.com/charts/hot-100/1979-10-13,10/13/1979,49,Sure Know Something,KISS,1,50,49,7,rock,1979-10-13,1979,10,metal,7,49,1979,7,49,KISS,Sure Know Something
Miss Me BabyChris Cagle,Chris Cagle,Miss Me Baby,"['contemporary country', 'country', 'country road', 'modern country rock']",4e4vO6bp5nSdP9G79O3qS6,NA,Anywhere But Here,FALSE,234653,43,0.514,0.609,1,-5.034,1,0.0267,0.188,2.5e-6,0.0793,0.362,147.774,4,http://www.billboard.com/charts/hot-100/2005-12-17,12/17/2005,67,Miss Me Baby,Chris Cagle,2,73,67,7,rock,2005-12-17,2005,12,country rock,7,67,2005,7,67,Chris Cagle,Miss Me Baby
Wake Me Up When September EndsGreen Day,Green Day,Wake Me Up When September Ends,"['modern rock', 'permanent wave', 'punk']",3ZffCQKLFLUvYM59XKLbVm,https://p.scdn.co/mp3-preview/a83eedd6b982d4afdc2ceaeb458f471118ad78aa?cid=b8d3901151d34489a160e3cf0ab1fa94,American Idiot,FALSE,285653,78,0.546,0.814,7,-5.146,1,0.0314,0.023,0,0.0972,0.146,104.98,4,http://www.billboard.com/charts/hot-100/2005-12-03,12/3/2005,21,Wake Me Up When September Ends,Green Day,1,16,6,18,rock,2005-12-03,2005,12,permanent wave,18,6,2005,18,6,Green Day,Wake Me Up When September Ends
Why Can't This Be LoveVan Halen,Van Halen,Why Can't This Be Love,"['album rock', 'classic rock', 'hard rock', 'metal', 'rock']",0TaT50ZZxT4ytZxuqkE3A9,https://p.scdn.co/mp3-preview/d9f039eb9addda53dcc15bbbbe24f3c0103c953b?cid=b8d3901151d34489a160e3cf0ab1fa94,5150,FALSE,227693,66,0.531,0.626,0,-13.371,1,0.0452,0.0606,0,0.0767,0.746,88.236,4,http://www.billboard.com/charts/hot-100/1986-06-14,6/14/1986,48,Why Can't This Be Love,Van Halen,1,29,3,14,rock,1986-06-14,1986,6,metal,14,3,1986,14,3,Van Halen,Why Can't This Be Love
"Aw Shucks, Hush Your MouthJimmy Reed",Jimmy Reed,"Aw Shucks, Hush Your Mouth","['blues', 'blues rock', 'chicago blues', 'electric blues', 'harmonica blues', 'rock-and-roll', 'traditional blues']",78Cg7PEJ7zEvhZQUdiGktL,https://p.scdn.co/mp3-preview/230b94f476f81d51327fea5558841d4e24df88fb?cid=b8d3901151d34489a160e3cf0ab1fa94,The Very Best of Jimmy Reed,FALSE,141506,16,0.795,0.333,0,-11.348,1,0.0326,0.914,0.619,0.12,0.763,113.04,4,http://www.billboard.com/charts/hot-100/1962-02-24,2/24/1962,97,"Aw Shucks, Hush Your Mouth",Jimmy Reed,3,NA,97,3,rock,1962-02-24,1962,2,blues,3,97,1962,3,97,Jimmy Reed,"Aw Shucks, Hush Your Mouth"
Shout It Out LoudKISS,KISS,Shout It Out Loud,"['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",3qyHjQ1zTLvPeA99CP3K9N,NA,Destroyer,FALSE,169026,51,0.566,0.956,8,-4.945,1,0.0649,0.139,5.14e-5,0.385,0.614,135.664,4,http://www.billboard.com/charts/hot-100/1976-05-08,5/8/1976,31,Shout It Out Loud,KISS,1,31,31,8,rock,1976-05-08,1976,5,metal,8,31,1976,8,31,KISS,Shout It Out Loud
You Still Touch MeSting,Sting,You Still Touch Me,"['permanent wave', 'soft rock']",5kFCKt7T3ObVmDZjMKcBSP,NA,Mercury Falling,FALSE,226760,35,0.666,0.577,7,-9.012,1,0.022,0.0543,0,0.0837,0.634,101.283,4,http://www.billboard.com/charts/hot-100/1996-05-18,5/18/1996,89,You Still Touch Me,Sting,1,NA,89,1,rock,1996-05-18,1996,5,permanent wave,1,89,1996,1,89,Sting,You Still Touch Me
LadyStyx,Styx,Lady,"['album rock', 'art rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",1wpRglLhQ092N1rftlDMD3,NA,Styx II,FALSE,177680,52,0.395,0.675,7,-6.57,1,0.0387,0.186,0,0.0735,0.323,137.649,4,http://www.billboard.com/charts/hot-100/1975-01-25,1/25/1975,31,Lady,Styx,1,39,31,7,rock,1975-01-25,1975,1,hard,7,31,1975,7,31,Styx,Lady
Do You Feel Like We DoPeter Frampton,Peter Frampton,Do You Feel Like We Do,"['album rock', 'art rock', 'blues rock', 'british blues', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'symphonic rock']",3AMFDhgJx5sIYw1ukbiEk4,NA,Greatest Hits,FALSE,834866,52,0.319,0.555,0,-9.392,1,0.028,0.0603,0.00958,0.975,0.396,105.314,4,http://www.billboard.com/charts/hot-100/1976-12-04,12/4/1976,25,Do You Feel Like We Do,Peter Frampton,1,15,10,12,rock,1976-12-04,1976,12,blues,12,10,1976,12,10,Peter Frampton,Do You Feel Like We Do
She Loves YouThe Beatles,The Beatles,She Loves You,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']",6nEkxYIEnrbYH7h1hJ8Xn6,NA,1 (Remastered),FALSE,140920,69,0.377,0.916,4,-3.199,0,0.0481,0.26,0,0.074,0.912,75.533,4,http://www.billboard.com/charts/hot-100/1964-03-14,3/14/1964,2,She Loves You,The Beatles,1,2,2,8,rock,1964-03-14,1964,3,british,8,2,1964,8,2,The Beatles,She Loves You
The Love SongJeff Bates,Jeff Bates,The Love Song,"['country', 'country road', 'modern country rock']",3Bs3HwoCuS0UxMlSWodb9A,https://p.scdn.co/mp3-preview/6168d09da9b75f96c025caf55af7a9f7055b10cd?cid=b8d3901151d34489a160e3cf0ab1fa94,Rainbow Man,FALSE,245200,35,0.519,0.458,8,-6.433,1,0.0296,0.317,0,0.106,0.362,130.02,4,http://www.billboard.com/charts/hot-100/2003-07-12,7/12/2003,62,The Love Song,Jeff Bates,1,65,62,8,rock,2003-07-12,2003,7,country rock,8,62,2003,8,62,Jeff Bates,The Love Song
